,channel_id,channel_name,channel_dop,sub_count,total_videos,profile
96,UCxCfoSInadl-4i3F70zDt1A,NBC New York,2012-01-30,567000,8415,https://yt3.ggpht.com/BojK07LbL8e17XcvgJGFEoRXGLVoU2T9PYaQw-75XcwyK_Dwn5_LYflxq527Tm454pZrTUAX5Q=s240-c-k-c0x00ffffff-no-rj
97,UC52X5wxOL_s5yw0dQk7NtgA,Associated Press,2006-09-18,2680000,170071,https://yt3.ggpht.com/ytc/AIdro_nKSNX9LxmtjQZW6_iQPjH7oX5z6FbfZgK17qUGnA=s240-c-k-c0x00ffffff-no-rj
98,UCZYTClx2T1of7BRZ86-8fow,SciShow,2011-10-20,7860000,3604,https://yt3.ggpht.com/ytc/AIdro_kx-beml6wLVmIlkglUHyJtIOg3zpSfsopxuKASTdk=s240-c-k-c0x00ffffff-no-rj
99,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,2006-08-07,16200000,87147,https://yt3.ggpht.com/jQ8rOH9LaBpiALB-X2EqZW7QGMck8Xyme2n3GSbiEsz1EKKLlGc8qIq4FwsIrnYgACc88YQK-uw=s240-c-k-c0x00ffffff-no-rj
100,UCqigMiyLjh0Lf980zWoeAmA,Public Health Agency,2010-07-08,1420,210,https://yt3.ggpht.com/1q7zCpcIHwCREQB17NsNuI9lXKWPLzFdTfDbP9y8LrqmHRVJinZy5vPiKU04te-7FrjSLONk=s240-c-k-c0x00ffffff-no-rj
101,UC9RM-iSvTu1uPJb8X5yp3EQ,Wendover Productions,2010-02-11,4420000,223,https://yt3.ggpht.com/Qs26R6RA_ZNwCyPLsdtOS-8sM6k_TFVa6vNgFWbezvDr_mN097YVwT8fKGj5P_pY6midBYy6fQ=s240-c-k-c0x00ffffff-no-rj
102,UCPgLNge0xqQHWM5B5EFH9Cg,The Telegraph,2006-11-19,5340000,33329,https://yt3.ggpht.com/ytc/AIdro_kCugAy4r-6xsxBF_GiUYRdr0FBKsSGPwECx9bvTlk=s240-c-k-c0x00ffffff-no-rj
103,UC_vFLohxs5PkAxlk7Y6jEtw,ABC 7 Chicago,2014-05-01,749000,23576,https://yt3.ggpht.com/ytc/AIdro_mQ0Lhkdlxz_o2UManHaFOXBRWF6DUI-W9xWL0cpA=s240-c-k-c0x00ffffff-no-rj
104,UCZaT_X_mc0BI-djXOlfhqWQ,VICE News,2013-11-20,8880000,6498,https://yt3.ggpht.com/B50RTg9G8FcmRjp2ot94LoFimd9zv4duei-q5KZegNas2tdOMmbyqewT_5tYZrPQ6Us5jnaX=s240-c-k-c0x00ffffff-no-rj
105,UCp9pxqv-oMY1a6axT6mHcew,Pastor Greg Laurie,2006-06-06,511000,3180,https://yt3.ggpht.com/k5Lj-iJQyPZDtqO1yJJCgTWP8V8O6Rd3ktM5OkFEz7fDm0aTgsy7PJs7AUUSPMflxlTz9G92=s240-c-k-c0x00ffffff-no-rj
106,UCIVk1L1-JmpdiGuZcVjImtA,ABC15 Arizona,2008-10-09,465000,105320,https://yt3.ggpht.com/Go5Bff9gmxxw7LXbCg9r1Jlu0zLRXkxtGPpTMR6uYv4jjmNYOW6l2Mr3J_1CI6E6Bl7vur2f1wc=s240-c-k-c0x00ffffff-no-rj
107,UCVaXclURQZlakiTMzuwHvRw,News 19 WLTX,2011-12-21,413000,34198,https://yt3.ggpht.com/ytc/AIdro_lKU6fP_uceZNJMTTPvNEdsBU9ahfLCCF6SIx4s=s240-c-k-c0x00ffffff-no-rj
108,UCCJsQKOKArvDksacfT2ryQw,World Affairs by Unacademy,2020-10-26,3690000,3986,https://yt3.ggpht.com/FHY5ZHXwPB0Lzydy7gMbWnl08s1d3YGWvjyohvHFaMQkv_gVPxIA1LOAsKps-3dmJ93jNtNe=s240-c-k-c0x00ffffff-no-rj
109,UCEKJzGwBMDpmK51v5JIezUw,WKRN News 2,2018-08-13,57300,38527,https://yt3.ggpht.com/7Rovb42ic91FtDS7hu-xfJVGtDLJXpkurMaKGisFKNRq0seH_qZ74ihhB5YRfEao0I5xiZnu=s240-c-k-c0x00ffffff-no-rj
110,UCvJJ_dzjViJCoLf5uKUTwoA,CNBC,2006-06-17,3370000,15220,https://yt3.ggpht.com/sPhNL3tZ0hBV2WYCvPAIGAYQ_E0fiunw2TQlyDJuYAQbyVnA6Ad3Ovbo-C7gJ7uU7fVnC39NSQ=s240-c-k-c0x00ffffff-no-rj
111,UChirEOpgFCupRAk5etXqPaA,Bloomberg Quicktake,2018-02-28,1630000,31962,https://yt3.ggpht.com/ytc/AIdro_kXeR8hIcmp1-ceQpnDr2ejQoigyfl8EaLCJXUK=s240-c-k-c0x00ffffff-no-rj
112,UCAUMuw4KF1mPdOlxaAbTDmw,uvahealth,2008-07-01,12800,1336,https://yt3.ggpht.com/ytc/AIdro_nphxjOrl0iy1R2JtHrZSMa9P7fZ1Msnl3uNMiV4A=s240-c-k-c0x00ffffff-no-rj
113,UCE83i5yn_YQ1HnFO027BnnQ,American Medical Association (AMA),2009-05-14,35600,1863,https://yt3.ggpht.com/67h6bB9Vlw5SpQkWek4Uk8weqxzaPNGH76sAMK4j431Jx8JlUt8mblVlTCwseeb7rDavn3yBJA=s240-c-k-c0x00ffffff-no-rj
114,UC83jt4dlz1Gjl58fzQrrKZg,CNA,2006-10-24,2370000,36730,https://yt3.ggpht.com/rSm619jUmehqFMzZ9OHgc9saNFDnEEKAOfJ__NAjMm4mhVBJEktghy4gXNBqiTbXywA2KKQG=s240-c-k-c0x00ffffff-no-rj
