,channel_id,channel_name,LinkedIn,Wiki,Website,Twitter,Facebook
93,UCH7lEQtLPgyd_nLsCn_EOXg,Anurag Talks,0,0,0,0,0
94,UChLtXXpo4Ge1ReTEboVvTDg,Global News,0,0,102448,427,1
95,UCatt7TBjfBkiJWx8khav_Gg,Piers Morgan Uncensored,0,0,787,24,0
96,UCCEQKydMgEFIXA4XDshj0CA,Minutes Mystery,0,0,0,0,0
97,UCoMdktPbSTixAyNGwb-UYkQ,Sky News,0,0,0,443,0
98,UCtL5p5kTIgWA3bcskUccdyw,Media Education Foundation,0,0,787,0,0
99,UCuw0GgMlZlAsWvpI8PgCN8g,ENDEVR,0,0,0,0,0
100,UChWtJey46brNr7qHQpN6KLQ,The Wire,0,0,17179,143,0
101,UCVSNOxehfALut52NbkfRBaA,Voice of America,0,0,0,143,0
102,UCrdPiSPVW0rtRsI002BX8iw,Mojo Story,0,0,54,174,0
103,UCw3fku0sH3qA3c3pZeJwdAw,Daily Mail,0,0,0,174,0
104,UCgRCNbM4tBQ8GL-PYNiSwCQ,NB Show Telugu,0,0,0,0,0
105,UCzLqOSZPtUKrmSEnlH4LAvw,Drishti IAS,0,0,0,0,0
106,UCvm8V4Dwtz0fbPGbpk7RYAg,BBC News اردو,0,0,36,0,0
107,UCnQC_G5Xsjhp9fEJKuIcrSw,Ben Shapiro,0,0,0,0,0
108,UCVM1uxDwYNhIu3qQ0ejZtzQ,Sammy Obeid,0,0,122,28,0
109,UCMmaBzfCCwZ2KqaBJjkj0fw,Kings and Generals,0,0,104,1,0
110,UCy-XYfuiqPQNkdoezJrq-Cg,Tadhg Hickey,0,0,0,0,0
111,UCchgIh8Tc4sTmBfnMQ5pDdg,Rick Steves' Europe,0,0,1967,50,0
112,UCCWv2HujFrmLKDofsanY_GQ,Andrew,0,0,0,0,0
113,UChcwi-ZnEFhOtHAPTroiOnw,JewishCatholic,0,0,0,0,0
114,UCz4a7agVFr1TxU-mpAP8hkw,Soch by Mohak Mangal,0,0,0,1,0
115,UCUo1RqYV8tGjV38sQ8S5p9A,HugoDécrypte - Grands formats,0,0,0,19,0
116,UCxD03AhBg9LWQuJfijnzhhQ,BBC News Tamil,0,0,34,112,0
117,UCdbeep4P2J9JErLw5cG0GJA,Arun Surya Teja,0,0,0,0,0
